url,appellation,verbaleDating,processedDating,addressState,addressLocality,addressZip,addressStreet,wikishootme,locationLng,locationLat,ID
https://www.deckenmalerei.eu/30269049-9f60-4ffc-868e-95be487c2dc6,"Königsdorf, Pfarrkirche St. Laurentius","spätgotisch, 1785-1786",,Bayern,Königsdorf,82549,Beuerberger Straße 6,https://wikishootme.toolforge.org/#lat=47.81652272480446&lng=11.479945813135433&zoom=18,11.479945813135433,47.81652272480446,30269049-9f60-4ffc-868e-95be487c2dc6
https://www.deckenmalerei.eu/4bc97856-d293-400a-930a-d62304aa602d,"Unterammergau, Pfarrkirche St. Nikolaus",1709-1710,,Bayern,Unterammergau,82497,Pfarrgasse 2,https://wikishootme.toolforge.org/#lat=47.61419898666358&lng=11.027328761423064&zoom=18,11.027328761423064,47.61419898666358,4bc97856-d293-400a-930a-d62304aa602d
https://www.deckenmalerei.eu/454ab358-36f8-470e-8585-ac7ac02a19d0,"Greifswald, Johann-Sebastian-Bach Straße 20",1732–1734,,Mecklenburg-Vorpommern,Greifswald,17489,Johann-Sebastian-Bach-Straße 20,https://wikishootme.toolforge.org/#lat=54.09673267913824&lng=13.380832664578254&zoom=18,13.380832664578254,54.09673267913824,454ab358-36f8-470e-8585-ac7ac02a19d0
https://www.deckenmalerei.eu/63662f20-a683-42e0-a83f-a5ed7ce9d9f0,"Utting, Filial- und Wallfahrtskirche St. Leonhard",1707-12,,Bayern,Utting am Ammersee,86919,Dießener Straße 14,https://wikishootme.toolforge.org/#lat=48.025104372869144&lng=11.08268906962546&zoom=18,11.08268906962546,48.025104372869144,63662f20-a683-42e0-a83f-a5ed7ce9d9f0
https://www.deckenmalerei.eu/3395535d-4909-413e-9e96-723dc258b203,"Hamburg, das ehem. Haus Sachsentor 21",1620-1630,,Hamburg,Hamburg,21029,Sachsentor 21,https://wikishootme.toolforge.org/#lat=53.4882558&lng=10.2129065&zoom=18,10.2129065,53.4882558,3395535d-4909-413e-9e96-723dc258b203
https://www.deckenmalerei.eu/7939aa17-3d16-4cad-8d25-4b31d13ffb4c,"Rheda-Wiedenbrück, Domhof",1616,1616,Nordrhein-Westfalen,Rheda-Wiedenbrück,33378,Am Domhof 1,https://wikishootme.toolforge.org/#lat=51.853804&lng=8.2938485&zoom=18,8.2938485,51.853804,7939aa17-3d16-4cad-8d25-4b31d13ffb4c
https://www.deckenmalerei.eu/f8680019-77b6-459d-99f9-5e95a6baf8ef,"Salzdahlum, ehem. erstes Lusthaus",1673-1674,,Niedersachsen,Wolfenbüttel,38302,,https://wikishootme.toolforge.org/#lat=52.1930348512808&lng=10.584511997419495&zoom=18,10.584511997419495,52.1930348512808,f8680019-77b6-459d-99f9-5e95a6baf8ef
https://www.deckenmalerei.eu/03e8eac8-bdf2-4c9f-8a6f-b5674f08495c,"Weindorf, Filialkirche St. Martin","mittelalterlich, 1730-1734",,Bayern,Murnau am Staffelsee,82418,Dorfstraße 35,https://wikishootme.toolforge.org/#lat=47.6797861&lng=11.2110754&zoom=18,11.2110754,47.6797861,03e8eac8-bdf2-4c9f-8a6f-b5674f08495c
https://www.deckenmalerei.eu/a9246376-956c-403e-b04a-e7c5fb5f904d,"Oberhausen, Filialkirche St. Mauritius",Beginn 18. Jh.-ca. 1750,,Bayern,Oberhausen,82386,Kirchplatz 8-9,https://wikishootme.toolforge.org/#lat=47.77565360436841&lng=11.129793971645638&zoom=18,11.129793971645638,47.77565360436841,a9246376-956c-403e-b04a-e7c5fb5f904d
https://www.deckenmalerei.eu/16f472eb-9d51-44e6-ac5c-e18b9a144507,"Bad Kohlgrub, Votivkapelle St. Rochus","1633, 1733",,Bayern,Bad Kohlgrub,82433,St.-Rochus-Straße,https://wikishootme.toolforge.org/#lat=47.67108068732996&lng=11.047590063006325&zoom=18,11.047590063006325,47.67108068732996,16f472eb-9d51-44e6-ac5c-e18b9a144507
https://www.deckenmalerei.eu/c7f5ee28-d41a-4716-90ac-e3bd486d25d4,"Riegsee, Filialkirche St. Stephan","mittelalterlich, 1740",,Bayern,Riegsee,82418,Am Kirchplatz 3,https://wikishootme.toolforge.org/#lat=47.698223842230526&lng=11.233144969160128&zoom=18,11.233144969160128,47.698223842230526,c7f5ee28-d41a-4716-90ac-e3bd486d25d4
https://www.deckenmalerei.eu/85a7d0d2-66c2-4aa5-9355-f3967e75478b,"Kempfenhausen, Schlosskapelle St. Anna","bis 1719, 1774",,Bayern,Berg,82335,Milchberg 11,https://wikishootme.toolforge.org/#lat=47.987871623944905&lng=11.365721233322061&zoom=18,11.365721233322061,47.987871623944905,85a7d0d2-66c2-4aa5-9355-f3967e75478b
https://www.deckenmalerei.eu/d5c22077-e661-4ef5-bb81-a7bb01cb7c08,"Bremen, Haus Domshof 21",,,Bremen,Bremen,28195,Domshof 21,https://wikishootme.toolforge.org/#lat=53.0771556&lng=8.8100828&zoom=18,8.8100828,53.0771556,d5c22077-e661-4ef5-bb81-a7bb01cb7c08
