url,appellation,verbaleDating,processedDating,ID
https://www.deckenmalerei.eu/b80a399f-f693-48b4-88e7-9501e3b7a65a,Die Stube im Nordwesten,1735-1765,,b80a399f-f693-48b4-88e7-9501e3b7a65a
https://www.deckenmalerei.eu/c7350f70-868f-4f60-944f-09cbac521f21,Der Pesel,1735-1765,,c7350f70-868f-4f60-944f-09cbac521f21
https://www.deckenmalerei.eu/3192ebbc-6474-4294-8306-e48c6344cd3f,Nördlicher Querarm,1738–1739,,3192ebbc-6474-4294-8306-e48c6344cd3f
https://www.deckenmalerei.eu/3f27f125-51f0-443f-8f37-920c9545f324,Chor,1738–1739,,3f27f125-51f0-443f-8f37-920c9545f324
https://www.deckenmalerei.eu/4764f4be-f2ee-45fc-b819-2c77b51db63a,Vierung,1738–1739,,4764f4be-f2ee-45fc-b819-2c77b51db63a
https://www.deckenmalerei.eu/4987503e-5ffa-47c5-9fe7-28610a728c9c,Nördliche Chor-Erweiterung,1738–1739,,4987503e-5ffa-47c5-9fe7-28610a728c9c
https://www.deckenmalerei.eu/5c35a441-eae9-4a7c-852d-678a3f8545a9,Südliche Emporen-Erweiterung,1738–1739,,5c35a441-eae9-4a7c-852d-678a3f8545a9
https://www.deckenmalerei.eu/648800ec-a40c-43f5-b35f-b4ac0eb8402a,Südliche Chor-Erweiterung,1738–1739,,648800ec-a40c-43f5-b35f-b4ac0eb8402a
https://www.deckenmalerei.eu/7cdc6506-d749-4587-b952-c29b0e189128,Nördliche Emporen-Erweiterung,1738–1739,,7cdc6506-d749-4587-b952-c29b0e189128
https://www.deckenmalerei.eu/9a79830f-4f76-452a-ae85-6c79c6f22314,Südlicher Querarm,1738–1739,,9a79830f-4f76-452a-ae85-6c79c6f22314
https://www.deckenmalerei.eu/ad25b92d-1660-46db-a09c-94db9c7dec07,Westliche Empore,1738–1739,,ad25b92d-1660-46db-a09c-94db9c7dec07
https://www.deckenmalerei.eu/cbe211d3-c363-4e89-808b-55a86c5843c3,Raum im 1. OG,,,cbe211d3-c363-4e89-808b-55a86c5843c3
https://www.deckenmalerei.eu/6d204b29-c7db-46c1-8749-aaa30cae63ee,Turmzimmer 2,"14. Jahrhundert, 1559",,6d204b29-c7db-46c1-8749-aaa30cae63ee
https://www.deckenmalerei.eu/b0dd4c96-b852-4548-be3e-54f139329827,Turmzimmer 1,1559,1559,b0dd4c96-b852-4548-be3e-54f139329827
https://www.deckenmalerei.eu/bec4359f-b1c5-4ee0-9968-4f63b41748e2,Servicekabinett / Holländisches Kabinett,,,bec4359f-b1c5-4ee0-9968-4f63b41748e2
https://www.deckenmalerei.eu/bf4bdebf-7625-48d8-92b6-2c3f0c09cfe1,Bacchussaal,,,bf4bdebf-7625-48d8-92b6-2c3f0c09cfe1
https://www.deckenmalerei.eu/07712540-3537-495e-9040-913d0c020438,Schlosskapelle,1755 und 1768/1769,,07712540-3537-495e-9040-913d0c020438
https://www.deckenmalerei.eu/2aea7465-e8f9-4816-b7b1-6b3e86455450,"Wohn- und Schlafzimmer der Gräfin Sophie Theresia von Montfort, geb. Prinzessin",,,2aea7465-e8f9-4816-b7b1-6b3e86455450
https://www.deckenmalerei.eu/5a6ee2e4-4822-4a0c-b906-17aef950c82d,"Vorzimmer der Gräfin Sophie Theresia von Montfort, geb. Prinzessin von Limburg-S",,,5a6ee2e4-4822-4a0c-b906-17aef950c82d
https://www.deckenmalerei.eu/c8b33643-c027-4e27-9c97-d03d9a5d5628,"Grünes Kabinett der Gräfin Sophie Theresia von Montfort, geb. Prinzessin von Lim",,,c8b33643-c027-4e27-9c97-d03d9a5d5628
https://www.deckenmalerei.eu/6f8a8322-e41a-44e4-874f-320186aa4199,Vorzimmer des Gästeappartements,,,6f8a8322-e41a-44e4-874f-320186aa4199
https://www.deckenmalerei.eu/85601683-ba35-45d5-94fd-8fcb465c7c67,Audienzzimmer des Gästeappartements,,,85601683-ba35-45d5-94fd-8fcb465c7c67
https://www.deckenmalerei.eu/b5816075-cff6-4e91-9502-59a70bcbfa4f,Schlafzimmer,,,b5816075-cff6-4e91-9502-59a70bcbfa4f
https://www.deckenmalerei.eu/b5cbb25d-78ef-44e6-847d-474ba5882d8d,Vagantenkabinett,,,b5cbb25d-78ef-44e6-847d-474ba5882d8d
https://www.deckenmalerei.eu/0de782c2-9769-4bd8-bd12-a5a6b69ebe68,Flur entlang der vier Hofseiten,,,0de782c2-9769-4bd8-bd12-a5a6b69ebe68
https://www.deckenmalerei.eu/3b7c9dd8-3618-46b1-a061-e14586e31d1e,Tafelzimmer,1757/1758,,3b7c9dd8-3618-46b1-a061-e14586e31d1e
