url,appellation,verbaleDating,processedDating,wikidata_qid,ID
https://www.deckenmalerei.eu/1ab88f4b-80cb-401f-906e-e36bc1a0cd48,Hauptsaal,,,Q131842169,1ab88f4b-80cb-401f-906e-e36bc1a0cd48
