url,appellation,verbaleDating,processedDating,wikidata_qid,ID
https://www.deckenmalerei.eu/9dc8e4c7-a582-4688-80f2-0c086447f718,Appartement der Kurfürstin,,,Q118593824,9dc8e4c7-a582-4688-80f2-0c086447f718
